Country,PDOid,PDOnam,Registration,Category_of_wine_product,Varieties_OIV,Varieties_Other,Maximum_yield_hl,Maximum_yield_kg,Minimum_planting_density,Irrigation,Amendment,PDOinfo,Municip_nam,begin_lifes
GR,PDO-GR-A1087,Μοσχάτο Πατρών,1981-06-11,Liqueur Wine/Wine From Raisined Grapes,Moschato Aspro B,na,90,12000,na,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006963,D. Katv Axaias/K. Agioblasitikvn/K. Agioy Basileioy/K. Agioy Nikolaoy/K. Alissoy/K. Anv Axaias/K. Anv Kastritsioy/K. Anv Soydenaiikvn/K. Argyras/K. Arlas/K. Axaikoy/K. Basilikoy/K. Braxnaiikvn/K. Cauopyrgoy/K. Drepanoy/K. Katv Alissoy/K. Katv Kastritsioy/K. Loysikvn/K. Mintiloglioy/K. Mitopolevs/K. Obrias/K. Paralias/K. Rioy (Agioy Gevrgioy Rioy)/K. Sarabalioy/K. Ueas/K. Uerianoy/K. Xaikalioy/K. Zhrias,04/11/2021
GR,PDO-GR-A1096,Πλαγιές Μελίτωνα,1982-12-31,Wine,Assyrtiko B/Athiri B/Cabernet Franc N/Cabernet Sauvignon N/Limnio N/Roditis Rs,na,64,8000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007001,K. Neoy Marmara,04/11/2021
GR,PDO-GR-A1239,Πάτρα,1981-06-11,Wine,Roditis Rs,na,90,12000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006523,D. Akratas/D. Patrevn/K. Agias Barbaras/K. Agias Marinhs/K. Agioy Kvnstantinoy/K. Aigvn/K. Alsoys/K. Ampeloy/K. Anv Diakoptoy/K. Anv Kastritsioy/K. Argyras/K. Arrabvnitshs/K. Balimhs/K. Basilikoy/K. Belas/K. Belitsvn/K. Berinoy/K. Boytsimoy/K. Dafnvn/K. Damakinioy/K. Dhmhtropoyloy/K. Diakoptoy/K. Doykanaiikvn/K. Drosias/K. Elaioxvrioy/K. Elikistras/K. Ellhnikoy/K. Erymanueias/K. Floka/K. Gkraika/K. Grhgorh/K. Kalamias/K. Kalentzioy/K. Kalfa/K. Katv Kastritsioy/K. Keryneias/K. Koymarh/K. Koyninas/K. Krhnhs/K. Kriuarakivn/K. Lakkas/K. Leontioy/K. Loggoy/K. Mageira/K. Mamoysias/K. Manesioy/K. Mayrikioy/K. Mazarakioy/K. Melissivn/K. Miralioy/K. Mitopolevs/K. Mixoioy/K. Moiras/K. Monasthrioy/K. Myrobryshs/K. Neoy Erineoy/K. Nerantzivn/K. Oasevs/K. Paralias Platanoy/K. Paraskeyhs/K. Pititshs/K. Platanivtisshs/K. Platanoy/K. Portvn/K. Pterhs/K. Rododafnhs/K. Roypakias/K. Salmenikoy/K. Santomerioy/K. Selianas/K. Selianitikvn/K. Selinoyntos/K. Sellvn/K. Sinebroy/K. Skiada/K. Skoyra/K. Soylioy/K. Spartias/K. Staroxvrioy/K. Toympas/K. Trapezhs/K. Xalandritshs/K. Xarayghs/K. Xatzh/K. Xionas/K. Xrysampelvn/K. Zaxlvritikvn,04/11/2021
GR,PDO-GR-A1240,Ρομπόλα Κεφαλληνίας,1981-06-11,Wine,na,Robola B,56,8000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007021,K. Blaxatvn Eikosimias/K. Daygatvn/K. Dilinatvn/K. Faraklatvn/K. Moysatvn/K. Omalvn/K. Trvianatvn,04/11/2021
GR,PDO-GR-A1251,Γουμένισσα,1981-06-11,Wine,Negoska N/Xinomavro N,na,80,10000,na,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007109,D. Giannitsvn/D. Goymenissas/K. Gorgophs/K. Gribas/K. Karphs/K. Polypetroy,04/11/2021
GR,PDO-GR-A1253,Μεσενικόλα,1996-11-15,Wine,Carignan N/Syrah N,Mavro Mesenikola N,96,12000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007118,K. Mesenikola/K. Morfoboynioy/K. Mosxatoy,04/11/2021
GR,PDO-GR-A1316,Μοσχάτος Ρίου Πάτρας,1981-06-11,Liqueur Wine/Wine From Raisined Grapes,Moschato Aspro B,na,90,12000,na,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007006,K. Agioy Basileioy/K. Anv Kastritsioy/K. Argyras/K. Cauopyrgoy/K. Drepanoy/K. Katv Kastritsioy/K. Platanoy/K. Rioy (Agioy Gevrgioy Rioy)/K. Zhrias,04/11/2021
GR,PDO-GR-A1340,Αρχάνες,1981-06-11,Wine,Kotsifali N/Mandilaria N,na,80,10000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007137,D. Arxanvn/K. Agioy Basileioy/K. Agioy Sylla/K. Katv Arxanvn/K. Kyparissoy/K. Profhtoy Hlioy/K. Skalanioy,04/11/2021
GR,PDO-GR-A1390,Δαφνές,1981-06-11,Liqueur Wine/Wine/Wine From Raisined Grapes,Liatiko N/Mandilaria N,na,95.37,11000,na,na,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007162,K. Agias Barbaras/K. Agioy Myrvnos/K. Agioy Uvma/K. Anv Asitvn/K. Anv Moylivn/K. Aygenikhs/K. Beneratoy/K. Dafne/K. Doylioy/K. Gergerhs/K. Katv Asitvn/K. Kerasivn/K. Laranioy/K. Megalhs Bryshs/K. Panasoy/K. Pentamodioy/K. Petrokefaloy/K. Prinia/K. Pyrgoy/K. Sibas,04/11/2021
GR,PDO-GR-A1395,Αμύνταιο,1981-06-11,Sparkling Wine/Wine,Xinomavro N,na,80,10000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007106,D. Amyntaioy/K. Aetoy/K. Agioy Pantelehmonos/K. Agrapidevn/K. Anargyrvn/K. Antigoneias/K. Barikoy/K. Begorvn/K. Fanoy/K. Jinoy Neroy/K. Kleidioy/K. Lebaias (Lakkias)/K. Maniakioy/K. Pedinoy/K. Petrvn/K. Rodvnos,04/11/2021
GR,PDO-GR-A1401,Πεζά,1981-06-11,Wine,Kotsifali N/Mandilaria N/Vilana B,na,80,10000,na,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007182,K. Agioy Basileioy/K. Agivn Paraskivn/K. Alagnioy/K. Astrakvn/K. Astritsioy/K. Kallonhs/K. Katalagarioy/K. Koynabvn/K. Melesvn/K. Myrtias/K. Panoramatos/K. Patsideroy/K. Pezvn/K. Sampa/K. Xoydetsioy,04/11/2021
GR,PDO-GR-A1432,Μοσχάτος Λήμνου,1981-06-11,Liqueur Wine/Wine From Raisined Grapes,Moschato Alexandreias B,na,114.4,12000,na,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007136,D. Myrinaivn/K. Agioy Dhmhtrioy/K. Agkaryvnvn/K. Atsikhs/K. Baroys/K. Dafnhs/K. Fisinhs/K. Kalliophs/K. Kalliueas/K. Kaminivn/K. Karpasioy/K. Kaspaka/K. Katalakkoy/K. Kontia/K. Kontopoylioy/K. Kornoy/K. Libadoxvrioy/K. Lyxnvn/K. Moydroy/K. Neas Koytalhs/K. Panagias/K. Pedinoy/K. Plakas/K. Plateos/K. Portianoy/K. Repanidioy/K. Royssopoylioy/K. Rvmanoy/K. Sardvn/K. Skandalioy/K. Tsimandrivn/K. Uanoys,04/11/2021
GR,PDO-GR-A1484,Αγχίαλος,1982-12-31,Wine,Roditis Rs/Savatiano B,na,80,12000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000006825,K. Aidinioy/K. Krokioy/K. Mikrouhbvn/K. Neas Agxialoy,04/11/2021
GR,PDO-GR-A1532,Ζίτσα,1981-06-11,Quality Sparkling Wine/Wine,na,Debina B,75,10000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007263,K. Gabrisivn/K. Karitshs/K. Klhmatias/K. Ligocas/K. Prvtopappa/K. Zitshs,04/11/2021
GR,PDO-GR-A1533,Μονεμβασία- Malvasia,2011-12-23,Liqueur Wine/Wine From Raisined Grapes,Asproudes B/Assyrtiko B/Kydonitsa B/Monemvassia B,na,64,8000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007243,D. Molavn/K. Aggelvnas/K. Agioy Dhmhtrioy Monembasias/K. Agioy Gevrgioy/K. Agioy Ivannoy/K. Agioy Nikolaoy Boivn/K. Agioy Nikolaoy Monembasias/K. Agivn Apostolvn/K. Anv Kastaneas/K. Asvpoy/K. Belanidivn/K. Belivn/K. Daimonias/K. Elaias/K. Elikas/K. Ellhnikoy/K. Farakloy/K. Foinikioy/K. Ierakos/K. Kampoy/K. Kastaneas/K. Koypivn/K. Kyparissioy/K. Lampokampoy/K. Laxioy/K. Lirvn/K. Mesoxvrioy/K. Metamorfvsevs/K. Monembasias/K. Neapolevs/K. Nomivn/K. Pakivn/K. Pantanasshs/K. Pappadianikvn/K. Reixeas/K. Sykeas/K. Talantvn/K. Xarakos,04/11/2021
GR,PDO-GR-A1554,Μαντινεία,1981-06-11,Quality Sparkling Wine/Wine,Asproudes B/Moschofilero Rs,na,82.5,11000,na,na,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007282,D. Lebidioy/D. Tripolevs/K. Agioy Basileioy/K. Agioy Kvnstantinoy/K. Agivrgitikvn/K. Artemisioy/K. Chlhs Bryshs/K. Dolianvn/K. Kaca/K. Kandhlas/K. Liuoboynivn/K. Loyka/K. Magoylas/K. Merkoboynioy/K. Neoxvrioy/K. Nestanhs/K. Orxomenoy/K. Palaiopyrgoy/K. Paruenioy/K. Pelagoys/K. Pikernh/K. Rizvn/K. Sagka/K. Simiadvn/K. Skophs/K. Stenoy/K. Zeygolateioy,04/11/2021
GR,PDO-GR-A1564,Σάμος,1981-06-11,Liqueur Wine/Wine From Raisined Grapes,Moschato Aspro B,na,95.37,10000,na,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007361,D. Karlobasivn/D. Samivn/K. Agioy Kvnstantinoy/K. Agivn Ueodvrvn/K. Ampeloy/K. Baueos/K. Boyrlivtvn/K. Kastaneas/K. Kokkarioy/K. Kontaiikvn/K. Kontakaiikvn/K. Kosmadaivn/K. Koymaradaivn/K. Lekas/K. Manolatvn/K. Mayratzaivn/K. Mesogeioy/K. Mytilhnivn/K. Pagvndoy/K. Pandrosoy/K. Platanoy/K. Pyrgoy/K. Spauaraivn/K. Stayrinhdvn/K. Xvras/K. Ydroysshs,04/11/2021
GR,PDO-GR-A1566,Μοσχάτος Κεφαλληνίας,1981-06-11,Liqueur Wine/Wine From Raisined Grapes,Moschato Aspro B,na,114.4,10000,na,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007325,D. Lhjoyrioy/K. Agias Ueklhs/K. Aueros/K. Damoylianatvn/K. Fabatatvn/K. Kaminaratvn/K. Katvghs/K. Kontogenadas/K. Koybalatvn/K. Monopolatvn/K. Poroy/K. Rifioy/K. Skinevs/K. Soyllarvn/K. Xabdatvn/K. Xabriatvn/K. Zolvn,04/11/2021
GR,PDO-GR-A1567,Μοσχάτος Ρόδου,1981-06-11,Liqueur Wine/Wine From Raisined Grapes,Moschato Aspro B,na,114.4,10000,na,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007326,D. Rodoy (Epi Ths Omvnymoy Nhsoy)/K. Afantoy/K. Apollvna/K. Arxaggeloy/K. Cinuoy/K. Empvna/K. Fanvn/K. Monoliuoy,04/11/2021
GR,PDO-GR-A1570,Πάρος,1982-02-20,Wine,Mandilaria N/Monemvassia B,na,77,11000,na,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007424,D. Paroy/K. Agkairias/K. Antiparoy (Nhsos)/K. Arxiloxoy/K. Kvstoy/K. Leykvn/K. Marphsshs/K. Naoyshs,04/11/2021
GR,PDO-GR-A1573,Νεμέα,1981-06-11,Liqueur Wine/Wine/Wine From Raisined Grapes,Agiorgitiko N,na,114.4,12000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007207,K. Ahdonivn/K. Arxaias Nemeas/K. Arxaivn Klevnvn/K. Asprokampoy/K. Carioy/K. Dafnhs/K. Galata/K. Gymnoy/K. Kastrakioy/K. Kefalarioy/K. Koytsioy/K. Leontioy/K. Malantrenioy/K. Mpozika/K. Nemeas/K. Petrioy/K. Titanhs,04/11/2021
GR,PDO-GR-A1607,Malvasia Πάρος,2011-12-30,Liqueur Wine/Wine From Raisined Grapes,Assyrtiko B/Monemvassia B,na,79,10000,na,Allowed,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007426,D. Paroy/K. Agkairias/K. Antiparoy (Nhsos)/K. Arxiloxoy/K. Kvstoy/K. Leykvn/K. Marphsshs/K. Naoyshs,04/11/2021
GR,PDO-GR-A1608,Malvasia Σητείας,2011-12-30,Liqueur Wine/Wine From Raisined Grapes,Assyrtiko B/Athiri B/Liatiko N/Malvasia Di Candia Aromatica B/Moschato Aspro B/Thrapsathiri B,na,60,12000,na,Allowed,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007561,D. Shteias/K. Apidivn/K. Armenvn/K. Axladivn/K. Ejv Moylianvn/K. Katsidvnioy/K. Marvnias/K. Mesa Moylianvn/K. Myrsinhs/K. Pappagiannadvn/K. Piskokefaloy/K. Praisoy/K. Skophs/K. Stayrvmenoy/K. Toyrlvths/K. Xamezioy/K. Xandra/K. Ziroy,04/11/2021
GR,PDO-GR-A1610,Νάουσα,1981-06-11,Wine,Xinomavro N,na,80,10000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007267,D. Naoyshs/K. Episkophs/K. Fyteias/K. Giannakoxvrioy/K. Kopanoy/K. Leykadivn/K. Marinhs/K. Monospitvn/K. Rodoxvrioy/K. Stenhmaxoy/K. Trilofoy/K. Xariesshs,04/11/2021
GR,PDO-GR-A1612,Ρόδος,1981-06-11,Quality Sparkling Wine/Wine,Assyrtiko B/Athiri B/Malagousia B/Mandilaria N/Mavrothiriko N,na,77,11000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007423,K. Agioy Isidvroy/K. Apollvna/K. Damatrias/K. Empvna/K. Fanvn/K. Kalabarda/K. Krhthnias/K. Maritsvn/K. Monoliuoy/K. Salakoy/K. Sianvn/K. Sorvnhs/K. Ueologoy,04/11/2021
GR,PDO-GR-A1613,Σητεία,1981-06-11,Liqueur Wine/Wine/Wine From Raisined Grapes,Liatiko N/Mandilaria N/Thrapsathiri B/Vilana B,na,95,12000,na,Prohibited,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007445,D. Shteias/K. Apidivn/K. Armenvn/K. Axladivn/K. Ejv Moylianvn/K. Katsidvnioy/K. Marvnias/K. Mesa Moylianvn/K. Myrsinhs/K. Pappagiannadvn/K. Piskokefaloy/K. Praisoy/K. Skophs/K. Stayrvmenoy/K. Toyrlvths/K. Xamezioy/K. Xandra/K. Ziroy,04/11/2021
GR,PDO-GR-A1614,Λήμνος,1981-06-11,Liqueur Wine/Wine/Wine From Raisined Grapes,Limnio N/Moschato Alexandreias B,na,72,12000,na,Allowed,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007425,D. Myrinaivn/K. Agioy Dhmhtrioy/K. Agkaryvnvn/K. Atsikhs/K. Baroys/K. Dafnhs/K. Fisinhs/K. Kalliophs/K. Kalliueas/K. Kaminivn/K. Karpasioy/K. Kaspaka/K. Katalakkoy/K. Kontia/K. Kontopoylioy/K. Kornoy/K. Libadoxvrioy/K. Lyxnvn/K. Moydroy/K. Neas Koytalhs/K. Panagias/K. Pedinoy/K. Plakas/K. Plateos/K. Portianoy/K. Repanidioy/K. Royssopoylioy/K. Rvmanoy/K. Sardvn/K. Skandalioy/K. Tsimandrivn/K. Uanoys,04/11/2021
GR,PDO-GR-A1615,Χάνδακας - Candia,2011-12-30,Wine,Assyrtiko B/Athiri B/Kotsifali N/Mandilaria N/Thrapsathiri B/Vidiano B/Vilana B,na,75,10000,na,Allowed,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007463,D. Arxanvn/K. Agias Barbaras/K. Agioy Basileioy/K. Agioy Sylla/K. Agioy Uvma/K. Agivn Deka/K. Agivn Paraskivn/K. Aitanivn/K. Alagnioy/K. Ampeloyzoy/K. Anv Moylivn/K. Arkaloxvrioy/K. Ashmioy/K. Astrakvn/K. Astritsioy/K. Astyrakioy/K. Aygenikhs/K. Bagionias/K. Basileivn/K. Beneratoy/K. Bonhs/K. Boytvn/K. Dafne/K. Damanivn/K. Damastas/K. Dionysioy/K. Doylioy/K. Episkophs/K. Eyaggelismoy/K. Galifas/K. Garipas/K. Gazioy/K. Gergerhs/K. Gvnivn/K. Kainoyrgioy Xvrioy/K. Kalesivn/K. Kallonhs/K. Kalybivn/K. Kamarivtoy/K. Kastellianvn/K. Kastellioy/K. Katalagarioy/K. Katv Arxanvn/K. Keramoytsioy/K. Kerasivn/K. Korfvn/K. Koynabvn/K. Kroysvnos/K. Kyparissoy/K. Laranioy/K. Loyrvn/K. Loytrakioy/K. Marauoy/K. Megalhs Bryshs/K. Melesvn/K. Metajoxvrioy/K. Monhs/K. Moronioy/K. Myrtias/K. Panasoy/K. Panoramatos/K. Partirvn/K. Patsideroy/K. Pezvn/K. Prinia/K. Profhtoy Hlioy/K. Protorivn/K. Pyrgoy/K. Royfa/K. Sampa/K. Sarxoy/K. Sgoyrokefalioy/K. Sibas/K. Skalanioy/K. Sokara/K. Stayrakivn/K. Tefelioy/K. Tylisoy/K. Uracanoy/K. Xarakioy/K. Xarakos/K. Xoydetsioy/K. Xoystoylianvn/K. Zvforvn,04/11/2021
GR,PDO-GR-A1617,Malvasia Χάνδακας-Candia,2011-12-30,Liqueur Wine/Wine From Raisined Grapes,Assyrtiko B/Athiri B/Liatiko N/Malvasia Di Candia Aromatica B/Moschato Aspro B/Thrapsathiri B/Vidiano B,na,70,10000,na,Allowed,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000007481,D. Arxanvn/K. Agias Barbaras/K. Agioy Basileioy/K. Agioy Sylla/K. Agioy Uvma/K. Agivn Deka/K. Agivn Paraskivn/K. Aitanivn/K. Alagnioy/K. Ampeloyzoy/K. Anv Moylivn/K. Arkaloxvrioy/K. Ashmioy/K. Astrakvn/K. Astritsioy/K. Astyrakioy/K. Aygenikhs/K. Bagionias/K. Basileivn/K. Beneratoy/K. Bonhs/K. Boytvn/K. Dafne/K. Damanivn/K. Damastas/K. Dionysioy/K. Doylioy/K. Episkophs/K. Eyaggelismoy/K. Galifas/K. Garipas/K. Gazioy/K. Gergerhs/K. Gvnivn/K. Kainoyrgioy Xvrioy/K. Kalesivn/K. Kallonhs/K. Kalybivn/K. Kamarivtoy/K. Kastellianvn/K. Kastellioy/K. Katalagarioy/K. Katv Arxanvn/K. Keramoytsioy/K. Kerasivn/K. Korfvn/K. Koynabvn/K. Kroysvnos/K. Kyparissoy/K. Laranioy/K. Loyrvn/K. Loytrakioy/K. Marauoy/K. Megalhs Bryshs/K. Melesvn/K. Metajoxvrioy/K. Monhs/K. Moronioy/K. Myrtias/K. Panasoy/K. Panoramatos/K. Partirvn/K. Patsideroy/K. Pezvn/K. Prinia/K. Profhtoy Hlioy/K. Protorivn/K. Pyrgoy/K. Royfa/K. Sampa/K. Sarxoy/K. Sgoyrokefalioy/K. Sibas/K. Skalanioy/K. Sokara/K. Stayrakivn/K. Tefelioy/K. Tylisoy/K. Uracanoy/K. Xarakioy/K. Xarakos/K. Xoydetsioy/K. Xoystoylianvn/K. Zvforvn,04/11/2021
HR,PDO-HR-02087,Ponikve,2021-02-10,Wine/Wine From Raisined Grapes,Maraština B/Plavac Mali Crni N/Pošip Bijeli B,na,na,11000,na,na,Yes,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000014423,Ston,04/11/2021
HR,PDO-HR-02109,Muškat momjanski / Moscato di Momiano,2021-08-02,Wine,na,Muscat Blanc À Petits Grains,70,10000,3500,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000014449,Buje#Buie,04/11/2021
HR,PDO-HR-A1648,Dalmatinska zagora,2013-07-01,Liqueur Wine/Semi-Sparkling Wine/Sparkling Wine/Wine,Alicante Bouschet N/Babić N/Blatina N/Cabernet Franc N/Cabernet Sauvignon N/Carignan N/Chardonnay B/Cinsaut N/Crljenak Kaštelanski N/Debit B/Grenache Blanc B/Grenache N/Kujundžuša B/Lasina N/Maraština B/Medna B/Merlot N/Monastrell N/Moscato Giallo B/Muscat Blanc B/Muscat Noir N/Ninčuša N/Okatac Crni N/Okatica Bijela B/Pinot Blanc B/Pinot Noir N/Plavac Mali Crni N/Plavina Crna N/Pošip Bijeli B/Riesling B/Riesling Italico B/Rkaciteli B/Svrdlovina Crna N/Syrah N/Trbljan Bijeli B/Trebbiano Toscano B/Trnjak N/Viognier B/Vranac N/Zlatarica Bijela B/Žilavka Bijela B,Pinot Gris G/Sauvignon,84,12000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000010723,Benkovac/Biskupija/Cista Provo/Civljane/Dicmo/Drniš/Dugopolje/Ervenik/Hrvace/Imotski/Jasenice/Kijevo/Kistanje/Klis/Knin/Lećevica/Lišane Ostrovičke/Lokvičići/Lovreć/Muć/Obrovac/Otok/Podbablje/Polača/Prgomet/Primorski Dolac/Proložac/Promina/Runovići/Ružić/Sinj/Skradin/Stankovci/Trilj/Unešić/Vrgorac/Vrlika/Zadvarje/Zagvozd/Zmijavci/Šestanovac/Škabrnja,04/11/2021
HR,PDO-HR-A1649,Dingač,2013-07-01,Wine,Plavac Mali Crni N,na,48,8000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000010724,Orebić,04/11/2021
HR,PDO-HR-A1650,Hrvatsko primorje,2013-07-01,Liqueur Wine/Semi-Sparkling Wine/Sparkling Wine/Wine,Alicante Bouschet N/Babić N/Bilan Bijeli B/Blaufrankisch N/Brajda Velika Crna N/Brajdica Bijela B/Cabernet Franc N/Cabernet Sauvignon N/Chardonnay B/Crljenak Kaštelanski N/Debejan N/Debit B/Draganela Bijela B/Gamay Teinturier N/Gegić Bijeli B/Grenache Blanc B/Hrvatica N/Jarbola B/Malvazija Istarska B/Manzoni Bijeli B/Maraština B/Merlot N/Moscato Giallo B/Muscat Blanc B/Muscat Noir N/Muškat Ruža Crni N/Nebbiolo N/Ošljevina Bijela B/Pinot Blanc B/Pinot Gris B/Pinot Noir N/Plavac Mali Crni N/Plavina Crna N/Plavác Krčki Rs/Plavčina N/Refosco N/Semillon B/Suščan N/Syrah N/Teran N/Trbljan Bijeli B/Trojšćina Crvena N/Volarovo B/Žlahtina B/Žumić B,Croatina Crna/Grenache Noir/Magrovina/Mejsko Belo/Rušljin Crni/Sauvignon/Verdić,84,12000,na,na,No,https://ec.europa.eu/info/food-farming-fisheries/food-safety-and-quality/certification/quality-labels/geographical-indications-register/details/EUGI00000010727,Bakar/Cres/Crikvenica/Karlobag/Kastav/Kostrena/Kraljevica/Krk/Lovran/Mali Lošinj/Matulji/Mošćenička Draga/Novi Vinodolski/Opatija/Pag/Rab/Rijeka/Senj/Skradin/Vinodolska Općina/Vir/Viškovo/Čavle,04/11/2021
